Week,Store ID,Product ID,Category,Region,Forecast_Units
2024-01-15,S002,P0010,Toys,West,144.18
2024-01-22,S002,P0010,Toys,West,150.13
2024-01-29,S002,P0010,Toys,West,149.98
2024-02-05,S002,P0010,Toys,West,155.0
2024-02-12,S002,P0010,Toys,West,164.04
2024-02-19,S002,P0010,Toys,West,178.84
2024-02-26,S002,P0010,Toys,West,163.6
2024-01-08,S002,P0011,Groceries,West,131.14
2024-01-15,S002,P0011,Groceries,West,125.34
2024-01-22,S002,P0011,Groceries,West,123.48
2024-01-29,S002,P0011,Groceries,West,115.32
2024-02-05,S002,P0011,Groceries,West,121.33
2024-02-12,S002,P0011,Groceries,West,152.36
2024-02-19,S002,P0011,Groceries,West,154.98
2024-02-26,S002,P0011,Groceries,West,123.38
2024-01-08,S002,P0012,Electronics,North,141.46
2024-01-15,S002,P0012,Electronics,North,118.15
2024-01-22,S002,P0012,Electronics,North,132.72
2024-01-29,S002,P0012,Electronics,North,107.16
2024-02-05,S002,P0012,Electronics,North,123.9
2024-02-12,S002,P0012,Electronics,North,105.54
2024-02-19,S002,P0012,Electronics,North,112.4
2024-02-26,S002,P0012,Electronics,North,121.07
2024-01-08,S002,P0013,Electronics,South,178.53
2024-01-15,S002,P0013,Electronics,South,191.59
2024-01-22,S002,P0013,Electronics,South,184.02
2024-01-29,S002,P0013,Electronics,South,185.59
2024-02-05,S002,P0013,Electronics,South,185.55
2024-02-12,S002,P0013,Electronics,South,191.8
2024-02-19,S002,P0013,Electronics,South,187.13
2024-02-26,S002,P0013,Electronics,South,189.39
2024-01-08,S002,P0014,Clothing,West,142.95
2024-01-15,S002,P0014,Clothing,West,138.35
2024-01-22,S002,P0014,Clothing,West,135.16
2024-01-29,S002,P0014,Clothing,West,117.81
2024-02-05,S002,P0014,Clothing,West,117.52
2024-02-12,S002,P0014,Clothing,West,150.44
2024-02-19,S002,P0014,Clothing,West,143.07
2024-02-26,S002,P0014,Clothing,West,162.9
2024-01-08,S002,P0015,Toys,South,143.63
2024-01-15,S002,P0015,Toys,South,139.11
2024-01-22,S002,P0015,Toys,South,149.55
2024-01-29,S002,P0015,Toys,South,163.79
2024-02-05,S002,P0015,Toys,South,140.1
2024-02-12,S002,P0015,Toys,South,160.04
2024-02-19,S002,P0015,Toys,South,167.99
2024-02-26,S002,P0015,Toys,South,165.92
2024-01-08,S002,P0016,Toys,North,185.76
2024-01-15,S002,P0016,Toys,North,167.61
2024-01-22,S002,P0016,Toys,North,187.57
2024-01-29,S002,P0016,Toys,North,176.29
2024-02-05,S002,P0016,Toys,North,194.31
2024-02-12,S002,P0016,Toys,North,180.61
2024-02-19,S002,P0016,Toys,North,190.62
2024-02-26,S002,P0016,Toys,North,177.55
2024-01-08,S002,P0017,Toys,East,145.76
2024-01-15,S002,P0017,Toys,East,147.37
2024-01-22,S002,P0017,Toys,East,143.72
2024-01-29,S002,P0017,Toys,East,152.08
2024-02-05,S002,P0017,Toys,East,167.36
2024-02-12,S002,P0017,Toys,East,171.77
2024-02-19,S002,P0017,Toys,East,164.04
2024-02-26,S002,P0017,Toys,East,157.41
2024-01-08,S002,P0018,Groceries,East,172.06
2024-01-15,S002,P0018,Groceries,East,167.14
2024-01-22,S002,P0018,Groceries,East,172.77
2024-01-29,S002,P0018,Groceries,East,202.0
2024-02-05,S002,P0018,Groceries,East,176.82
2024-02-12,S002,P0018,Groceries,East,167.21
2024-02-19,S002,P0018,Groceries,East,154.95
2024-02-26,S002,P0018,Groceries,East,154.65
2024-01-08,S002,P0019,Furniture,West,165.64
2024-01-15,S002,P0019,Furniture,West,179.84
2024-01-22,S002,P0019,Furniture,West,189.23
2024-01-29,S002,P0019,Furniture,West,199.76
2024-02-05,S002,P0019,Furniture,West,195.96
2024-02-12,S002,P0019,Furniture,West,195.56
2024-02-19,S002,P0019,Furniture,West,223.04
2024-02-26,S002,P0019,Furniture,West,222.92
2024-01-08,S002,P0020,Groceries,East,196.73
2024-01-15,S002,P0020,Groceries,East,276.32
2024-01-22,S002,P0020,Groceries,East,199.08
2024-01-29,S002,P0020,Groceries,East,204.7
2024-02-05,S002,P0020,Groceries,East,272.7
2024-02-12,S002,P0020,Groceries,East,199.21
2024-02-19,S002,P0020,Groceries,East,181.5
2024-02-26,S002,P0020,Groceries,East,186.74
2024-01-08,S003,P0001,Clothing,West,203.24
2024-01-15,S003,P0001,Clothing,West,193.1
2024-01-22,S003,P0001,Clothing,West,188.95
2024-01-29,S003,P0001,Clothing,West,191.1
2024-02-05,S003,P0001,Clothing,West,170.2
2024-02-12,S003,P0001,Clothing,West,163.58
2024-02-19,S003,P0001,Clothing,West,163.68
2024-02-26,S003,P0001,Clothing,West,158.0
2024-01-08,S003,P0002,Groceries,South,208.14
2024-01-15,S003,P0002,Groceries,South,218.67
2024-01-22,S003,P0002,Groceries,South,223.54
2024-01-29,S003,P0002,Groceries,South,245.13
2024-02-05,S003,P0002,Groceries,South,242.02
2024-02-12,S003,P0002,Groceries,South,234.48
2024-02-19,S003,P0002,Groceries,South,222.35
2024-02-26,S003,P0002,Groceries,South,237.22
2024-01-08,S003,P0003,Groceries,North,108.71
2024-01-15,S003,P0003,Groceries,North,106.79
2024-01-22,S003,P0003,Groceries,North,104.55
2024-01-29,S003,P0003,Groceries,North,88.01
2024-02-05,S003,P0003,Groceries,North,90.38
2024-02-12,S003,P0003,Groceries,North,108.01
2024-02-19,S003,P0003,Groceries,North,107.1
2024-02-26,S003,P0003,Groceries,North,114.87
2024-01-08,S003,P0004,Groceries,North,135.83
2024-01-15,S003,P0004,Groceries,North,155.04
2024-01-22,S003,P0004,Groceries,North,148.48
2024-01-29,S003,P0004,Groceries,North,179.02
2024-02-05,S003,P0004,Groceries,North,187.01
2024-02-12,S003,P0004,Groceries,North,148.0
2024-02-19,S003,P0004,Groceries,North,150.57
2024-02-26,S003,P0004,Groceries,North,161.84
2024-01-08,S003,P0005,Electronics,West,175.72
2024-01-15,S003,P0005,Electronics,West,196.0
2024-01-22,S003,P0005,Electronics,West,187.49
2024-01-29,S003,P0005,Electronics,West,169.61
2024-02-05,S003,P0005,Electronics,West,178.69
2024-02-12,S003,P0005,Electronics,West,196.57
2024-02-19,S003,P0005,Electronics,West,185.84
2024-02-26,S003,P0005,Electronics,West,192.18
2024-01-08,S003,P0006,Furniture,North,203.25
2024-01-15,S003,P0006,Furniture,North,211.81
2024-01-22,S003,P0006,Furniture,North,194.55
2024-01-29,S003,P0006,Furniture,North,196.09
2024-02-05,S003,P0006,Furniture,North,208.02
2024-02-12,S003,P0006,Furniture,North,212.81
2024-02-19,S003,P0006,Furniture,North,204.52
2024-02-26,S003,P0006,Furniture,North,208.88
2024-01-08,S003,P0007,Electronics,North,161.02
2024-01-15,S003,P0007,Electronics,North,151.8
2024-01-22,S003,P0007,Electronics,North,156.63
2024-01-29,S003,P0007,Electronics,North,154.92
2024-02-05,S003,P0007,Electronics,North,149.09
2024-02-12,S003,P0007,Electronics,North,158.55
2024-02-19,S003,P0007,Electronics,North,162.98
2024-02-26,S003,P0007,Electronics,North,138.49
2024-01-08,S003,P0008,Furniture,North,108.1
2024-01-15,S003,P0008,Furniture,North,103.18
2024-01-22,S003,P0008,Furniture,North,106.93
2024-01-29,S003,P0008,Furniture,North,103.83
2024-02-05,S003,P0008,Furniture,North,113.39
2024-02-12,S003,P0008,Furniture,North,110.61
2024-02-19,S003,P0008,Furniture,North,114.36
2024-02-26,S003,P0008,Furniture,North,109.5
2024-01-08,S003,P0009,Furniture,South,173.97
2024-01-15,S003,P0009,Furniture,South,172.57
2024-01-22,S003,P0009,Furniture,South,172.65
2024-01-29,S003,P0009,Furniture,South,162.31
2024-02-05,S003,P0009,Furniture,South,158.85
2024-02-12,S003,P0009,Furniture,South,172.21
2024-02-19,S003,P0009,Furniture,South,171.4
2024-02-26,S003,P0009,Furniture,South,201.19
2024-01-08,S003,P0010,Furniture,East,136.6
2024-01-15,S003,P0010,Furniture,East,121.27
2024-01-22,S003,P0010,Furniture,East,114.09
2024-01-29,S003,P0010,Furniture,East,141.21
2024-02-05,S003,P0010,Furniture,East,165.15
2024-02-12,S003,P0010,Furniture,East,172.61
2024-02-19,S003,P0010,Furniture,East,153.94
2024-02-26,S003,P0010,Furniture,East,160.84
2024-01-08,S003,P0011,Toys,West,141.59
2024-01-15,S003,P0011,Toys,West,113.25
2024-01-22,S003,P0011,Toys,West,116.43
2024-01-29,S003,P0011,Toys,West,110.78
2024-02-05,S003,P0011,Toys,West,106.23
2024-02-12,S003,P0011,Toys,West,106.93
2024-02-19,S003,P0011,Toys,West,114.06
2024-02-26,S003,P0011,Toys,West,136.43
2024-01-08,S003,P0012,Clothing,North,101.28
2024-01-15,S003,P0012,Clothing,North,102.96
2024-01-22,S003,P0012,Clothing,North,105.78
2024-01-29,S003,P0012,Clothing,North,98.3
2024-02-05,S003,P0012,Clothing,North,108.53
2024-02-12,S003,P0012,Clothing,North,104.79
2024-02-19,S003,P0012,Clothing,North,101.01
2024-02-26,S003,P0012,Clothing,North,95.37
2024-01-08,S003,P0013,Groceries,West,181.64
2024-01-15,S003,P0013,Groceries,West,142.85
2024-01-22,S003,P0013,Groceries,West,155.48
2024-01-29,S003,P0013,Groceries,West,191.7
2024-02-05,S003,P0013,Groceries,West,165.25
2024-02-12,S003,P0013,Groceries,West,158.52
2024-02-19,S003,P0013,Groceries,West,174.73
2024-02-26,S003,P0013,Groceries,West,160.34
2024-01-08,S003,P0014,Electronics,West,183.87
2024-01-15,S003,P0014,Electronics,West,191.64
2024-01-22,S003,P0014,Electronics,West,200.0
2024-01-29,S003,P0014,Electronics,West,196.73
2024-02-05,S003,P0014,Electronics,West,188.14
2024-02-12,S003,P0014,Electronics,West,183.49
2024-02-19,S003,P0014,Electronics,West,195.13
2024-02-26,S003,P0014,Electronics,West,195.71
2024-01-08,S003,P0015,Clothing,East,151.03
2024-01-15,S003,P0015,Clothing,East,173.72
2024-01-22,S003,P0015,Clothing,East,174.17
2024-01-29,S003,P0015,Clothing,East,182.17
2024-02-05,S003,P0015,Clothing,East,159.64
2024-02-12,S003,P0015,Clothing,East,155.81
2024-02-19,S003,P0015,Clothing,East,158.66
2024-02-26,S003,P0015,Clothing,East,164.06
2024-01-08,S003,P0016,Furniture,East,122.27
2024-01-15,S003,P0016,Furniture,East,123.3
2024-01-22,S003,P0016,Furniture,East,105.27
2024-01-29,S003,P0016,Furniture,East,110.18
2024-02-05,S003,P0016,Furniture,East,130.67
2024-02-12,S003,P0016,Furniture,East,145.62
2024-02-19,S003,P0016,Furniture,East,144.29
2024-02-26,S003,P0016,Furniture,East,112.33
2024-01-08,S003,P0017,Clothing,North,191.5
2024-01-15,S003,P0017,Clothing,North,202.75
2024-01-22,S003,P0017,Clothing,North,201.05
2024-01-29,S003,P0017,Clothing,North,203.16
2024-02-05,S003,P0017,Clothing,North,185.56
2024-02-12,S003,P0017,Clothing,North,195.37
2024-02-19,S003,P0017,Clothing,North,166.25
2024-02-26,S003,P0017,Clothing,North,175.37
2024-01-08,S003,P0018,Electronics,North,89.39
2024-01-15,S003,P0018,Electronics,North,89.9
2024-01-22,S003,P0018,Electronics,North,85.21
2024-01-29,S003,P0018,Electronics,North,79.64
2024-02-05,S003,P0018,Electronics,North,84.5
2024-02-12,S003,P0018,Electronics,North,85.48
2024-02-19,S003,P0018,Electronics,North,99.52
2024-02-26,S003,P0018,Electronics,North,92.49
2024-01-08,S003,P0019,Electronics,West,198.42
2024-01-15,S003,P0019,Electronics,West,175.62
2024-01-22,S003,P0019,Electronics,West,195.29
2024-01-29,S003,P0019,Electronics,West,186.59
2024-02-05,S003,P0019,Electronics,West,186.4
2024-02-12,S003,P0019,Electronics,West,178.69
2024-02-19,S003,P0019,Electronics,West,176.93
2024-02-26,S003,P0019,Electronics,West,182.49
2024-01-08,S003,P0020,Groceries,West,108.05
2024-01-15,S003,P0020,Groceries,West,103.24
2024-01-22,S003,P0020,Groceries,West,124.23
2024-01-29,S003,P0020,Groceries,West,147.91
2024-02-05,S003,P0020,Groceries,West,168.2
2024-02-12,S003,P0020,Groceries,West,165.81
2024-02-19,S003,P0020,Groceries,West,171.12
2024-02-26,S003,P0020,Groceries,West,173.57
2024-01-08,S004,P0001,Electronics,East,127.66
2024-01-15,S004,P0001,Electronics,East,145.09
2024-01-22,S004,P0001,Electronics,East,135.16
2024-01-29,S004,P0001,Electronics,East,131.64
2024-02-05,S004,P0001,Electronics,East,166.68
2024-02-12,S004,P0001,Electronics,East,172.61
2024-02-19,S004,P0001,Electronics,East,197.27
2024-02-26,S004,P0001,Electronics,East,181.5
2024-01-08,S004,P0002,Furniture,West,174.72
2024-01-15,S004,P0002,Furniture,West,164.85
2024-01-22,S004,P0002,Furniture,West,154.98
2024-01-29,S004,P0002,Furniture,West,158.15
2024-02-05,S004,P0002,Furniture,West,164.42
2024-02-12,S004,P0002,Furniture,West,158.42
2024-02-19,S004,P0002,Furniture,West,170.23
2024-02-26,S004,P0002,Furniture,West,158.53
2024-01-08,S004,P0003,Furniture,West,160.41
2024-01-15,S004,P0003,Furniture,West,181.4
2024-01-22,S004,P0003,Furniture,West,162.48
2024-01-29,S004,P0003,Furniture,West,157.74
2024-02-05,S004,P0003,Furniture,West,162.93
2024-02-12,S004,P0003,Furniture,West,144.08
2024-02-19,S004,P0003,Furniture,West,163.08
2024-02-26,S004,P0003,Furniture,West,167.06
2024-01-08,S004,P0004,Furniture,South,102.7
2024-01-15,S004,P0004,Furniture,South,107.58
2024-01-22,S004,P0004,Furniture,South,101.85
2024-01-29,S004,P0004,Furniture,South,91.98
2024-02-05,S004,P0004,Furniture,South,91.7
2024-02-12,S004,P0004,Furniture,South,81.91
2024-02-19,S004,P0004,Furniture,South,85.09
2024-02-26,S004,P0004,Furniture,South,92.91
2024-01-08,S004,P0005,Toys,East,176.98
2024-01-15,S004,P0005,Toys,East,167.96
2024-01-22,S004,P0005,Toys,East,165.18
2024-01-29,S004,P0005,Toys,East,160.59
2024-02-05,S004,P0005,Toys,East,152.92
2024-02-12,S004,P0005,Toys,East,188.31
2024-02-19,S004,P0005,Toys,East,160.44
2024-02-26,S004,P0005,Toys,East,165.31
2024-01-08,S004,P0006,Toys,East,184.14
2024-01-15,S004,P0006,Toys,East,173.86
2024-01-22,S004,P0006,Toys,East,160.79
2024-01-29,S004,P0006,Toys,East,171.18
2024-02-05,S004,P0006,Toys,East,185.83
2024-02-12,S004,P0006,Toys,East,185.58
2024-02-19,S004,P0006,Toys,East,195.5
2024-02-26,S004,P0006,Toys,East,194.53
2024-01-08,S004,P0007,Electronics,South,164.43
2024-01-15,S004,P0007,Electronics,South,141.64
2024-01-22,S004,P0007,Electronics,South,119.42
2024-01-29,S004,P0007,Electronics,South,120.69
2024-02-05,S004,P0007,Electronics,South,157.84
2024-02-12,S004,P0007,Electronics,South,120.0
2024-02-19,S004,P0007,Electronics,South,109.61
2024-02-26,S004,P0007,Electronics,South,117.25
2024-01-08,S004,P0008,Furniture,West,165.49
2024-01-15,S004,P0008,Furniture,West,155.39
2024-01-22,S004,P0008,Furniture,West,175.94
2024-01-29,S004,P0008,Furniture,West,172.85
2024-02-05,S004,P0008,Furniture,West,178.05
2024-02-12,S004,P0008,Furniture,West,187.68
2024-02-19,S004,P0008,Furniture,West,185.68
2024-02-26,S004,P0008,Furniture,West,194.47
2024-01-08,S004,P0009,Clothing,East,113.22
2024-01-15,S004,P0009,Clothing,East,119.56
2024-01-22,S004,P0009,Clothing,East,121.69
2024-01-29,S004,P0009,Clothing,East,148.55
2024-02-05,S004,P0009,Clothing,East,126.16
2024-02-12,S004,P0009,Clothing,East,112.89
2024-02-19,S004,P0009,Clothing,East,123.47
2024-02-26,S004,P0009,Clothing,East,103.15
2024-01-08,S004,P0010,Toys,North,149.22
2024-01-15,S004,P0010,Toys,North,146.26
2024-01-22,S004,P0010,Toys,North,148.07
2024-01-29,S004,P0010,Toys,North,178.69
2024-02-05,S004,P0010,Toys,North,155.51
2024-02-12,S004,P0010,Toys,North,173.32
2024-02-19,S004,P0010,Toys,North,203.59
2024-02-26,S004,P0010,Toys,North,173.97
2024-01-08,S004,P0011,Groceries,East,176.56
2024-01-15,S004,P0011,Groceries,East,152.53
